20,1,952.724808027451,183.81477661132814,78.90753726541062,80.38807983398438,1,-1,-1,-1
21,1,951.0580229830699,182.76049866395522,81.0155708228226,82.53139173559987,1,-1,-1,-1
22,1,948.4224717141806,180.82592956559705,86.09759056104893,87.69789111026346,1,-1,-1,-1
23,1,943.7823032795474,176.21290076582744,93.18711302696218,94.94230781459625,1,-1,-1,-1
31,3,730.6539841632281,250.1791900634766,58.5309232751062,58.544271850585936,1,-1,-1,-1
58,1,950.3420984663718,193.34007590422192,103.95510829073223,106.02621239314155,1,-1,-1,-1
59,1,952.7553122073299,203.15251218063003,99.60268288399745,101.69599562251392,1,-1,-1,-1
60,1,948.9153101451576,209.0867343434148,107.53171766693855,109.91442207489347,1,-1,-1,-1
61,1,949.5740560200729,213.1051863517246,107.52858394366966,110.18534108182376,1,-1,-1,-1
63,4,821.41543097305,271.0811096191406,89.68282213593125,92.98211059570312,1,-1,-1,-1
63,1,960.8568090133767,226.35977533103303,102.00671413098573,104.37320448629026,1,-1,-1,-1
64,1,974.2496863896207,232.77074104092486,94.12186148866645,96.23940150062514,1,-1,-1,-1
65,1,980.0592086561743,235.28563633979672,91.93460404499488,93.97417852588227,1,-1,-1,-1
66,1,993.9729210249892,234.01086764422678,96.00987047030351,97.89757846483619,1,-1,-1,-1
67,1,1006.3527666901123,232.42282222415625,99.09394771063849,100.8678348895639,1,-1,-1,-1
67,4,853.2824344624038,250.52015605852722,103.213188929929,107.10817302978577,1,-1,-1,-1
68,1,1019.4998739120917,225.53726655295125,98.38747856940337,100.18235441672009,1,-1,-1,-1
68,4,861.4137471140689,248.37555774335647,107.7261152395024,111.85800035492045,1,-1,-1,-1
69,1,1029.5745752537382,218.36803918849625,92.44224850512873,94.1796220182466,1,-1,-1,-1
70,1,1039.4272950477953,214.1066611908545,89.51189864929923,91.17387393898792,1,-1,-1,-1
71,1,1046.1536923492201,207.68775748044297,84.55448896329516,86.17220672187874,1,-1,-1,-1
72,1,1048.615162524821,198.48091783071706,93.14266165097696,95.02801143145804,1,-1,-1,-1
72,4,858.1678779751444,249.50615670753027,104.94991728126251,109.08765044938325,1,-1,-1,-1
73,1,1047.741813202207,193.35509272052926,100.9683651604141,103.07946598971641,1,-1,-1,-1
74,1,1051.4363420286447,201.27861011894515,96.27964229216808,98.34890064880143,1,-1,-1,-1
75,1,1054.88272320762,208.99320263110423,91.0957590003983,93.10835318175222,1,-1,-1,-1
76,1,1054.1235077929286,215.74759408542377,93.37856508741943,95.34618917643829,1,-1,-1,-1
76,5,839.684719574955,280.2578063964844,90.62061211962123,93.23145141601563,1,-1,-1,-1
77,1,1056.8330581302455,224.2120791577137,88.00973387725632,89.82121827150519,1,-1,-1,-1
77,5,833.841477670569,277.16633544126046,95.27668724048421,97.99584481755502,1,-1,-1,-1
78,1,1056.4171657255163,234.19735360199718,87.6215220133835,89.4560556976654,1,-1,-1,-1
78,5,824.6322395399548,271.541239819136,93.28636999842942,95.89106524249914,1,-1,-1,-1
79,1,1056.6446388539223,245.66043543975678,85.88982183285941,87.70848454552296,1,-1,-1,-1
79,5,812.9542105283638,265.68529758147434,96.55579805638172,99.22078663628761,1,-1,-1,-1
80,5,808.9599478567077,261.9667163486361,93.98683259868417,96.56565051387078,1,-1,-1,-1
81,5,802.2331012831859,261.009530230787,92.20103921729407,94.70457600672187,1,-1,-1,-1
82,5,800.5858404408903,261.44579659066545,87.8336585545393,90.17626866990409,1,-1,-1,-1
82,6,1035.7971780340301,277.08022460937497,99.41667908818972,100.9497314453125,1,-1,-1,-1
83,5,798.7833674277572,259.41639418335063,87.34046691800744,89.65661569027262,1,-1,-1,-1
83,6,1028.9262282751195,280.7843535830972,98.15317829983091,99.69771063294058,1,-1,-1,-1
84,5,796.0110060037276,254.9426959075097,91.85592049032402,94.3157646778125,1,-1,-1,-1
84,6,1022.6183871036579,280.1132352516532,102.16511913357573,103.79880638278121,1,-1,-1,-1
85,5,796.7758386407995,254.269932997389,91.00654228614799,93.4537242550141,1,-1,-1,-1
85,6,1019.0352896804557,277.9165623953255,106.16688187840825,107.89199148614313,1,-1,-1,-1
86,5,796.2096865885861,252.82911543538177,93.47545667034024,96.0041028047402,1,-1,-1,-1
86,6,1008.7373086618766,274.43076525039567,110.76539010595803,112.5188459637399,1,-1,-1,-1
87,5,799.2020246723939,256.8460059267444,89.10390877318922,91.43220214162477,1,-1,-1,-1
87,6,1006.0181764615737,267.6821646340146,109.83185317146689,111.53937499131526,1,-1,-1,-1
88,5,801.2447125220351,260.26785437748697,87.57938417551692,89.76869557728392,1,-1,-1,-1
89,5,802.918520960598,262.8648982275356,85.4689091898513,87.53088124227118,1,-1,-1,-1
89,6,993.1494033450643,261.9372915856943,95.05695319045505,96.5472454417399,1,-1,-1,-1
90,5,802.6717571970482,266.2519175625455,88.18559056981427,90.26634749913359,1,-1,-1,-1
90,6,991.2129973431498,260.65804958689284,90.03351943553825,91.39870108842692,1,-1,-1,-1
91,5,806.0427469151832,266.5693282178371,91.87031836972693,93.9445833713566,1,-1,-1,-1
91,6,989.8246267008046,252.4583630210148,90.06354142565984,91.53999183133065,1,-1,-1,-1
92,5,810.5304459395048,264.8684574546128,88.48378861934948,90.46595193805676,1,-1,-1,-1
92,6,989.6035431895709,249.83636133292833,90.58454287754549,92.10467418136729,1,-1,-1,-1
93,5,812.0606023993874,257.15043526044326,92.86850845903182,94.96434093574821,1,-1,-1,-1
93,6,990.4776681744074,249.0188563287525,90.15581921266808,91.7251824759499,1,-1,-1,-1
94,5,822.0799463919925,253.5569091966539,88.52518591880377,90.37862807306378,1,-1,-1,-1
94,6,988.3291483894251,253.0789512759158,94.94229553675063,96.47705316851616,1,-1,-1,-1
